BUAFOODS HISTORICAL DATA (2022 - 2026)


DATE             PRICE   OPEN    HIGH    LOW     VOL    CHANGE %
Jul 24, 2026	760.60	845.10	760.60	760.60	214.83K	-10.00%	
Jun 08, 2026	939.00	939.00	939.00	939.00	229.68K	0.00%
Jun 05, 2026	939.00	939.00	939.00	939.00	83.36K	-2.90%
Jun 04, 2026	967.00	967.00	967.00	967.00	92.57K	0.00%
Jun 03, 2026	967.00	967.00	967.00	967.00	122.47K	0.00%
Jun 02, 2026	967.00	967.00	967.00	967.00	198.40K	0.00%
Jun 01, 2026	967.00	967.00	967.00	967.00	255.31K	0.00%
May 29, 2026	967.00	967.00	967.00	967.00	127.85K	0.00%
May 28, 2026	967.00	967.00	967.00	967.00	124.58K	0.00%
May 26, 2026	967.00	967.00	967.00	967.00	124.58K	0.00%
May 25, 2026	967.00	967.00	967.00	967.00	324.64K	0.00%
May 22, 2026	967.00	967.00	967.00	967.00	289.88K	0.00%
May 21, 2026	967.00	967.00	967.00	967.00	129.32K	0.00%
May 20, 2026	967.00	967.00	967.00	967.00	128.81K	0.00%
May 19, 2026	967.00	967.00	967.00	967.00	141.47K	0.00%
May 18, 2026	967.00	967.00	967.00	967.00	204.18K	0.00%
May 15, 2026	967.00	967.00	967.00	967.00	174.69K	0.00%
Jul 01, 2026	939.00	939.00	939.00	845.10	69.51K	0.00%
Jun 30, 2026	939.00	939.00	939.00	939.00	123.39K	0.00%
Jun 29, 2026	939.00	939.00	939.00	939.00	69.75K	0.00%
Jun 26, 2026	939.00	939.00	939.00	939.00	22.71K	0.00%
Jun 25, 2026	939.00	939.00	939.00	939.00	33.89K	0.00%
Jun 24, 2026	939.00	939.00	939.00	939.00	45.95K	0.00%
Jun 23, 2026	939.00	939.00	939.00	939.00	51.94K	0.00%
Jun 22, 2026	939.00	939.00	939.00	939.00	118.39K	0.00%
Jun 19, 2026	939.00	939.00	939.00	939.00	19.57K	0.00%
