UACN HISTORICAL DATA (2018 - 2026)


DATE            PRICE    OPEN    HIGH    LOW     VOL    CHANGE %
Jul 01, 2026	185.00	185.00	185.00	185.00	998.14K	0.00%
Jun 30, 2026	185.00	185.00	185.00	185.00	678.58K	0.00%
Jun 29, 2026	185.00	185.00	185.00	185.00	2.39M	0.00%
Jun 26, 2026	185.00	185.00	185.00	185.00	348.38K	0.00%
Jun 25, 2026	185.00	185.00	185.00	185.00	191.46K	0.00%
Jun 24, 2026	185.00	185.00	185.00	185.00	998.31K	0.00%
Jun 23, 2026	185.00	185.00	185.00	185.00	4.81M	0.00%
Jun 22, 2026	185.00	185.00	185.00	185.00	844.09K	0.00%
Jun 19, 2026	185.00	185.00	185.00	185.00	1.46M	0.00%
Jun 18, 2026	185.00	185.00	185.00	185.00	455.09K	0.00%
Jun 17, 2026	185.00	185.00	185.00	185.00	4.82M	0.00%
Jun 16, 2026	185.00	181.00	185.00	177.40	49.37M	+2.21%
Jun 15, 2026	181.00	181.00	181.00	181.00	311.33K	-0.55%
Jun 11, 2026	182.00	188.85	182.00	182.00	889.65K	-3.63%
Jun 10, 2026	188.85	184.85	188.85	187.35	1.23M	+2.16%
Jun 09, 2026	184.85	184.50	184.85	175.00	1.17M	+0.19%
Jun 08, 2026	184.50	180.70	184.50	184.50	3.17M	+2.10%
Jun 05, 2026	180.70	174.90	180.70	180.70	477.16K	+3.32%
Jun 04, 2026	174.90	183.00	174.90	174.90	2.02M	-4.43%
Jun 03, 2026	183.00	183.00	183.00	183.00	443.31K	0.00%
Jun 02, 2026	183.00	183.00	183.00	183.00	452.71K	0.00%
Jun 01, 2026	183.00	183.00	183.00	183.00	501.83K	0.00%
May 29, 2026	183.00	183.00	183.00	183.00	1.94M	0.00%
May 26, 2026	183.00	183.00	183.00	183.00	1.17M	0.00%
May 25, 2026	183.00	189.95	183.00	183.00	4.44M	-3.66%
May 22, 2026	189.95	189.95	189.95	189.95	737.76K	0.00%
May 21, 2026	189.95	183.00	189.95	189.95	1.10M	+3.80%
May 20, 2026	183.00	190.00	183.00	183.00	11.61M	-3.68%
May 19, 2026	190.00	190.00	190.00	190.00	2.77M	0.00%
May 18, 2026	190.00	199.95	190.00	180.05	4.55M	-4.98%
May 15, 2026	199.95	199.95	199.95	199.95	3.02M	0.00%
May 14, 2026	199.95	200.00	200.00	199.25	2.58M	-0.03%
May 13, 2026	200.00	185.85	203.95	191.00	6.59M	+7.61%
May 12, 2026	185.85	182.00	186.00	185.00	2.54M	+2.12%
