BUACEMENT HISTORICAL DATA (2018 - 2026)

  DATE           PRICE   OPEN    HIHG    LOW     VOL    CANGE %
Jul 24, 2026	316.50	324.00	338.00	310.00	645.59K	-2.31%
Jul 01, 2026	340.20	340.20	340.20	306.20	122.26K	0.00%
Jun 30, 2026	340.20	340.20	340.20	340.20	376.28K	0.00%
Jun 29, 2026	340.20	340.20	340.20	340.20	185.60K	0.00%
Jun 26, 2026	340.20	340.20	340.20	340.20	638.71K	0.00%
Jun 25, 2026	340.20	340.20	340.20	340.20	949.52K	0.00%
Jun 24, 2026	340.20	378.00	340.20	340.20	316.49K	-10.00%
Jun 23, 2026	378.00	378.00	378.00	378.00	145.19K	0.00%
Jun 22, 2026	378.00	378.00	378.00	378.00	355.35K	0.00%
Jun 19, 2026	378.00	378.00	378.00	378.00	246.71K	0.00%
Jun 18, 2026	378.00	378.00	378.00	378.00	851.24K	0.00%
Jun 17, 2026	378.00	378.00	378.00	378.00	1.27M	0.00%
Jun 16, 2026	378.00	378.00	378.00	378.00	1.09M	0.00%
Jun 15, 2026	378.00	378.00	378.00	378.00	799.44K	0.00%
Jun 11, 2026	378.00	378.00	378.00	378.00	539.06K	0.00%
Jun 10, 2026	378.00	378.00	378.00	378.00	611.34K	0.00%
Jun 09, 2026	378.00	378.00	378.00	378.00	405.57K	0.00%
Jun 08, 2026	378.00	378.00	378.00	378.00	820.03K	0.00%
Jun 05, 2026	378.00	378.00	378.00	378.00	701.61K	0.00%
Jun 04, 2026	378.00	378.00	378.00	378.00	559.02K	0.00%
Jun 03, 2026	378.00	378.00	378.00	378.00	816.45K	0.00%
Jun 02, 2026	378.00	378.00	378.00	378.00	1.24M	0.00%
Jun 01, 2026	378.00	420.00	378.00	378.00	803.50K	-10.00%
May 29, 2026	420.00	420.00	420.00	420.00	902.58K	0.00%
May 28, 2026	420.00	420.00	420.00	420.00	690.15K	0.00%
May 26, 2026	420.00	420.00	420.00	420.00	690.15K	0.00%
May 25, 2026	420.00	420.00	420.00	420.00	1.07M	0.00%
May 22, 2026	420.00	414.00	420.00	420.00	1.51M	+1.45%
May 21, 2026	414.00	414.00	414.00	414.00	976.43K	0.00%
May 20, 2026	414.00	460.00	414.00	414.00	1.18M	-10.00%
May 19, 2026	460.00	435.00	460.00	460.00	2.57M	+5.75%
May 18, 2026	435.00	435.00	435.00	435.00	857.56K	0.00%
May 15, 2026	435.00	435.00	435.00	435.00	708.69K	0.00%
May 14, 2026	435.00	435.00	435.00	435.00	1.91M	0.00%
May 13, 2026	435.00	425.00	435.00	435.00	843.04K	+2.35%
May 12, 2026	425.00	430.00	425.00	425.00	1.53M	-1.16%
May 11, 2026	430.00	417.90	430.00	430.00	1.86M	+0.49%
May 08, 2026	427.90	401.00	427.90	427.90	3.08M	+6.71%
May 07, 2026	401.00	428.90	401.00	401.00	1.18M	-6.51%
May 06, 2026	428.90	428.90	428.90	428.90	2.02M	0.00%
May 05, 2026	428.90	428.90	428.90	428.90	2.10M	0.00%
May 04, 2026	428.90	418.00	428.90	428.90	3.08M	+2.61%
Apr 30, 2026	418.00	380.00	418.00	418.00	1.92M	+10.00%
Apr 29, 2026	380.00	350.00	380.00	380.00	1.71M	+8.57%
Apr 28, 2026	350.00	335.00	350.00	350.00	2.05M	+4.48%
Apr 27, 2026	335.00	335.00	335.00	335.00	1.52M	0.00%
Apr 24, 2026	335.00	317.00	335.00	326.70	2.54M	+5.68%
Apr 23, 2026	317.00	317.00	317.00	317.00	773.36K	0.00%
Apr 22, 2026	317.00	317.00	317.00	317.00	996.58K	0.00%
Apr 21, 2026	317.00	326.70	317.00	317.00	909.08K	-2.97%
Apr 20, 2026	326.70	326.70	326.70	326.70	937.83K	0.00%
Apr 17, 2026	326.70	326.70	326.70	326.70	695.99K	0.00%
Apr 16, 2026	326.70	326.70	326.70	326.70	431.25K	0.00%
Apr 15, 2026	326.70	326.70	326.70	326.70	782.87K	0.00%
Apr 14, 2026	326.70	326.70	326.70	326.70	484.64K	0.00%
Apr 13, 2026	326.70	326.70	326.70	326.70	230.63K	0.00%
Apr 10, 2026	326.70	326.70	326.70	326.70	349.15K	0.00%
Apr 09, 2026	326.70	326.70	326.70	326.70	370.50K	0.00%
Apr 08, 2026	326.70	326.70	326.70	326.70	161.05K	0.00%
Apr 07, 2026	326.70	326.70	326.70	326.70	384.57K	0.00%
Apr 02, 2026	326.70	326.70	326.70	326.70	281.50K	0.00%
Apr 01, 2026	326.70	326.70	326.70	326.70	583.91K	0.00%
Mar 31, 2026	326.70	326.70	326.70	326.70	405.45K	0.00%
Mar 30, 2026	326.70	326.70	326.70	326.70	990.49K	0.00%
Mar 27, 2026	326.70	326.70	326.70	326.70	803.32K	0.00%
Mar 26, 2026	326.70	326.70	326.70	326.70	494.68K	0.00%
Mar 25, 2026	326.70	326.70	326.70	326.70	554.53K	0.00%
Mar 24, 2026	326.70	326.70	326.70	326.70	851.49K	0.00%
