 FIRSTHOLD HISTORICAL DATA (2018 - 2026)



 DATE           PRICE   OPEN    HIGH     LOW    VOL     CHANGE %
Jul 24, 2026	123.85	120.90	130.00	118.50	19.31M	+2.44%
Jul 01, 2026	57.20	56.05	58.00	57.20	5.13M	+2.05%
Jun 30, 2026	56.05	59.00	57.05	56.05	3.15M	-5.00%
Jun 29, 2026	59.00	60.50	62.50	58.25	17.99M	-2.48%
Jun 26, 2026	60.50	60.90	62.00	60.05	8.94M	-0.66%
Jun 25, 2026	60.90	61.10	61.00	60.90	9.02M	-0.33%
Jun 24, 2026	61.10	61.00	63.50	61.00	57.39M	+0.16%
Jun 23, 2026	61.00	60.50	64.95	60.30	17.13M	+0.83%
Jun 22, 2026	60.50	55.00	60.50	58.00	10.31M	+10.00%
Jun 19, 2026	55.00	61.00	61.80	55.00	9.66M	-9.84%
Jun 18, 2026	61.00	60.50	62.00	60.50	115.84M	+0.83%
Jun 17, 2026	60.50	63.00	62.20	60.25	12.00M	-3.97%
Jun 16, 2026	63.00	64.00	65.10	63.00	8.26M	-1.56%
Jun 15, 2026	64.00	69.00	67.00	64.00	7.12M	-7.25%
Jun 11, 2026	69.00	67.25	69.00	67.85	6.74M	+2.60%
Jun 10, 2026	67.25	69.00	69.05	67.00	8.47M	-2.54%
Jun 09, 2026	69.00	63.60	69.00	64.50	16.46M	+8.49%
Jun 08, 2026	63.60	62.00	63.60	63.60	3.91M	+2.58%
Jun 05, 2026	62.00	62.15	62.10	62.00	9.50M	-0.24%
Jun 04, 2026	62.15	58.25	63.90	62.15	8.35M	+6.70%
Jun 03, 2026	58.25	62.50	63.80	58.25	20.07M	-6.80%
Jun 02, 2026	62.50	67.00	67.00	62.50	15.12M	-6.72%
Jun 01, 2026	67.00	70.00	72.00	67.00	17.33M	-4.29%
May 29, 2026	70.00	67.50	70.00	68.00	24.66M	+3.70%
May 28, 2026	67.50	67.50	67.50	67.50	9.10M	0.00%
May 26, 2026	67.50	69.95	70.75	67.50	9.10M	-3.50%
May 25, 2026	69.95	70.00	70.00	69.90	5.85M	-0.07%
May 22, 2026	70.00	69.90	70.00	69.40	7.70M	+0.14%
May 21, 2026	69.90	70.00	70.00	68.50	6.54M	-0.14%
May 20, 2026	70.00	72.95	72.95	69.80	15.95M	-4.04%
May 19, 2026	72.95	70.30	72.95	71.50	13.54M	+3.77%
May 18, 2026	70.30	70.00	70.30	69.90	13.83M	+0.43%
May 15, 2026	70.00	71.80	73.10	70.00	58.65M	-2.51%
May 14, 2026	71.80	71.20	74.50	70.15	75.64M	+0.84%
May 13, 2026	71.20	79.00	81.80	71.20	575.19M	-9.87%
May 12, 2026	79.00	74.55	81.90	74.95	29.91M	+5.97%
May 11, 2026	74.55	67.80	74.55	68.20	148.93M	+9.96%
May 08, 2026	67.80	61.65	67.80	66.90	22.36M	+9.98%
May 07, 2026	61.65	61.00	64.25	61.05	6.21M	+1.07%
May 06, 2026	61.00	60.05	61.00	60.30	5.33M	+1.58%
May 05, 2026	60.05	62.40	61.30	60.05	19.53M	-3.77%
May 04, 2026	62.40	64.65	64.10	62.05	27.73M	-3.48%
Apr 30, 2026	64.65	65.00	65.00	64.60	8.02M	-0.54%
Apr 29, 2026	65.00	68.20	69.80	65.00	45.04M	-4.69%
Apr 28, 2026	68.20	62.00	70.00	62.00	8.19M	+1.04%
Apr 27, 2026	67.50	75.00	70.05	67.50	18.46M	-10.00%
Apr 24, 2026	75.00	77.00	75.30	75.00	4.83M	-2.60%
Apr 23, 2026	77.00	77.00	79.85	75.20	21.72M	0.00%
Apr 22, 2026	77.00	71.00	77.00	68.50	76.64M	+8.45%
Apr 21, 2026	71.00	68.00	71.00	67.65	38.61M	+4.41%
Apr 20, 2026	68.00	64.00	70.40	64.50	70.17M	+6.25%
Apr 17, 2026	64.00	58.45	64.25	61.40	31.46M	+9.50%
Apr 16, 2026	58.45	53.45	58.45	54.20	11.67M	+9.35%
Apr 15, 2026	53.45	54.90	55.00	53.00	11.34M	-2.64%
Apr 14, 2026	54.90	51.15	54.95	51.15	9.89M	+7.33%
Apr 13, 2026	51.15	52.05	51.80	51.10	3.16M	-1.73%
Apr 10, 2026	52.05	52.10	52.10	52.00	3.64M	+0.10%
Apr 09, 2026	52.00	51.75	52.00	51.00	3.94M	+0.48%
Apr 08, 2026	51.75	54.55	52.55	51.05	4.78M	-5.13%
Apr 07, 2026	54.55	50.00	55.00	50.00	62.96M	+9.10%
Apr 02, 2026	50.00	50.00	51.90	50.00	17.40M	0.00%
Apr 01, 2026	50.00	50.00	51.90	50.00	59.43M	0.00%
Mar 31, 2026	50.00	51.00	50.25	50.00	4.85M	-1.96%
Mar 30, 2026	51.00	50.50	51.00	49.10	84.56M	+0.99%
Mar 27, 2026	50.50	51.00	50.60	50.50	5.47M	-0.98%
Mar 26, 2026	51.00	51.50	51.50	50.90	7.24M	+0.10%
Mar 25, 2026	50.95	52.00	52.50	50.90	7.86M	-2.02%
Mar 24, 2026	52.00	53.60	53.00	52.00	32.31M	-2.99%
Mar 23, 2026	53.60	53.00	53.60	52.00	9.25M	+1.13%
Mar 18, 2026	53.00	52.00	53.00	51.50	10.73M	+1.92%
Mar 17, 2026	52.00	50.00	52.25	50.00	18.11M	+4.00%
Mar 16, 2026	50.00	50.00	50.85	50.00	67.03M	0.00%
Mar 13, 2026	50.00	50.00	50.20	50.00	70.83M	0.00%
Mar 12, 2026	50.00	50.00	50.00	49.80	27.72M	0.00%
Mar 11, 2026	50.00	50.00	50.05	49.85	19.78M	0.00%
Mar 10, 2026	50.00	50.00	50.25	50.00	7.73M	0.00%
Mar 09, 2026	50.00	52.00	51.60	49.65	16.71M	-3.85%
Mar 06, 2026	52.00	52.50	52.00	50.90	43.91M	-0.95%
Mar 05, 2026	52.50	52.95	52.70	52.50	3.84M	-0.85%
Mar 04, 2026	52.95	53.00	53.00	52.90	24.18M	-0.09%
Mar 03, 2026	53.00	53.75	55.00	52.90	13.66M	-1.40%
Mar 02, 2026	53.75	53.95	54.00	53.00	9.23M	-0.37%
Feb 27, 2026	53.95	54.00	57.00	52.05	20.66M	-0.09%
Feb 26, 2026	54.00	51.50	54.00	52.00	9.26M	+4.85%
Feb 25, 2026	51.50	56.20	56.50	51.05	14.52M	-8.36%
Feb 24, 2026	56.20	56.00	57.00	56.00	15.80M	+0.36%
Feb 23, 2026	56.00	54.00	56.30	54.00	10.01M	+3.70%
Feb 20, 2026	54.00	52.00	54.00	52.00	10.88M	+3.85%
Feb 19, 2026	52.00	48.75	52.00	49.00	12.56M	+6.67%
Feb 18, 2026	48.75	48.50	48.95	48.50	5.47M	+0.52%
Feb 17, 2026	48.50	48.30	48.95	48.30	54.32M	+0.41%
Feb 16, 2026	48.30	48.15	49.00	48.05	8.11M	+0.31%
Feb 13, 2026	48.15	48.00	48.90	48.05	106.34M	+0.31%
Feb 12, 2026	48.00	48.00	48.90	47.90	4.41M	0.00%
Feb 11, 2026	48.00	48.00	48.80	48.00	22.99M	0.00%
Feb 10, 2026	48.00	47.10	49.75	47.60	38.61M	+1.91%
Feb 09, 2026	47.10	47.00	48.50	47.10	4.17M	+0.21%
